Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
Lloyd Kelly,eng ENG,DF,26-055,,4,298.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.8,0.0,9.0,2.0,0.0,0.3,0.3,0.0,0.3,0.11,0.14,0.25,0.11,0.25,Matches,Newcastle-United,8.0
Kieran Trippier,eng ENG,DF,34-072,,3,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,6.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.06,0.01,0.06,Matches,Newcastle-United,6.0
Emil Krafth,se SWE,DF,30-120,,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,Newcastle-United,3.0
Miguel Almirón,py PAR,FW,30-294,,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.31,0.15,0.46,0.31,0.46,Matches,Newcastle-United,5.0
Callum Wilson,eng ENG,FW,32-277,,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,1.0
William Osula,dk DEN,"FW,MF",21-118,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,4.0
Martin Dúbravka,sk SVK,GK,35-320,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
Lewis Miley,eng ENG,MF,18-213,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
Alex Murphy,ie IRL,DF,20-158,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
John Ruddy,eng ENG,GK,38-037,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
Matt Targett,eng ENG,"DF,MF",29-073,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
Odisseas Vlachodimos,gr GRE,GK,30-218,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle-United,0.0
Squad Total,,,27.5,,132,1080.0,12.0,13.0,11.0,24.0,12.0,1.0,2.0,28.0,1.0,17.9,16.4,14.1,30.4,206.0,483.0,481.0,1.08,0.92,2.0,1.0,1.92,1.49,1.17,2.67,1.36,2.53,,Newcastle-United,12.0
Opponent Total,,,27.0,,132,1080.0,12.0,12.0,12.0,24.0,12.0,0.0,0.0,37.0,0.0,15.5,15.5,12.7,28.2,241.0,433.0,429.0,1.0,1.0,2.0,1.0,2.0,1.29,1.05,2.35,1.29,2.35,,Newcastle-United,12.0
Nathan Collins,ie IRL,DF,23-214,12.0,12,1080.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.4,2.2,10.0,41.0,6.0,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.18,0.15,0.18,Matches,Brentford,
Mark Flekken,nl NED,GK,31-170,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
Ethan Pinnock,jm JAM,DF,31-185,12.0,12,1080.0,12.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.9,1.8,1.0,26.0,4.0,0.17,0.0,0.17,0.17,0.17,0.07,0.08,0.15,0.07,0.15,Matches,Brentford,
Bryan Mbeumo,cm CMR,FW,25-115,12.0,12,1074.0,11.9,8.0,1.0,9.0,6.0,2.0,2.0,2.0,0.0,3.9,2.3,2.2,4.5,35.0,38.0,108.0,0.67,0.08,0.75,0.5,0.59,0.33,0.18,0.51,0.19,0.38,Matches,Brentford,
Vitaly Janelt,de GER,MF,26-204,12.0,12,987.0,11.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.6,2.0,8.0,37.0,18.0,0.09,0.27,0.36,0.09,0.36,0.04,0.14,0.18,0.04,0.18,Matches,Brentford,
Mikkel Damsgaard,dk DEN,"MF,FW",24-150,12.0,10,861.0,9.6,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,3.2,4.1,23.0,58.0,33.0,0.1,0.31,0.42,0.1,0.42,0.09,0.34,0.43,0.09,0.43,Matches,Brentford,
Keane Lewis-Potter,eng ENG,"DF,FW",23-282,12.0,10,855.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,1.0,1.9,26.0,25.0,49.0,0.0,0.11,0.11,0.0,0.11,0.09,0.11,0.2,0.09,0.2,Matches,Brentford,
Christian Nørgaard,dk DEN,MF,30-265,10.0,10,815.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.3,1.3,0.3,1.6,5.0,36.0,12.0,0.11,0.11,0.22,0.11,0.22,0.14,0.03,0.17,0.14,0.17,Matches,Brentford,
Sepp van den Berg,nl NED,DF,22-346,10.0,9,822.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,3.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Brentford,
Kristoffer Ajer,no NOR,DF,26-227,8.0,8,636.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.5,14.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches,Brentford,
Yoane Wissa,cd COD,FW,28-088,9.0,8,636.0,7.1,7.0,1.0,8.0,7.0,0.0,0.0,1.0,0.0,5.3,5.3,0.3,5.6,8.0,11.0,36.0,0.99,0.14,1.13,0.99,1.13,0.75,0.05,0.8,0.75,0.8,Matches,Brentford,
Kevin Schade,de GER,"FW,MF",23-003,12.0,5,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,0.1,1.6,13.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.28,0.26,0.28,Matches,Brentford,
Mathias Jensen,dk DEN,MF,28-334,7.0,5,438.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,5.0,31.0,15.0,0.0,0.21,0.21,0.0,0.21,0.05,0.16,0.21,0.05,0.21,Matches,Brentford,
Mads Roerslev,dk DEN,DF,25-159,9.0,4,448.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,1.6,7.0,29.0,30.0,0.0,0.2,0.2,0.0,0.2,0.0,0.32,0.32,0.0,0.32,Matches,Brentford,
Fabio Carvalho,pt POR,"FW,MF",22-092,11.0,2,290.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.5,2.0,5.0,7.0,13.0,0.31,0.31,0.62,0.31,0.62,0.46,0.16,0.63,0.46,0.63,Matches,Brentford,
Yehor Yarmoliuk,ua UKR,MF,20-274,8.0,1,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.3,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.15,0.14,0.15,Matches,Brentford,
Frank Onyeka,ng NGA,MF,26-334,2.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
Yunus Emre Konak,tr TUR,"MF,FW",18-325,4.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69,Matches,Brentford,
Thiago,br BRA,FW,23-157,1.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
Ben Mee,eng ENG,"DF,FW",35-070,2.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
Ryan Trevitt,eng ENG,MF,21-263,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
Kim Jisoo,kr KOR,DF,19-342,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
Edmond-Paris Maghoma,eng ENG,MF,23-206,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
Jayden Meghoma,eng ENG,DF,18-155,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
Myles Peart-Harris,eng ENG,MF,22-073,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
Hákon Rafn Valdimarsson,is ISL,GK,23-048,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
Tony Yogane,eng ENG,MF,19-067,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
Squad Total,,,26.5,12.0,132,1080.0,12.0,22.0,13.0,35.0,20.0,2.0,2.0,17.0,1.0,19.3,17.7,13.3,31.0,165.0,402.0,397.0,1.83,1.08,2.92,1.67,2.75,1.61,1.11,2.72,1.47,2.59,,Brentford,
Opponent Total,,,27.5,12.0,132,1080.0,12.0,21.0,18.0,39.0,21.0,0.0,0.0,31.0,1.0,20.5,20.5,15.7,36.2,280.0,556.0,551.0,1.75,1.5,3.25,1.75,3.25,1.71,1.31,3.01,1.71,3.01,,Brentford,
André Onana,cm CMR,GK,28-242,12.0,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester-United,
Diogo Dalot,pt POR,DF,25-257,12.0,12,1046.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.1,1.8,11.0,44.0,40.0,0.0,0.09,0.09,0.0,0.09,0.06,0.1,0.16,0.06,0.16,Matches,Manchester-United,
Bruno Fernandes,pt POR,"MF,FW",30-083,12.0,12,1019.0,11.3,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.2,3.4,3.2,6.6,24.0,90.0,56.0,0.18,0.26,0.44,0.09,0.35,0.37,0.28,0.65,0.3,0.58,Matches,Manchester-United,
Noussair Mazraoui,ma MAR,DF,27-016,12.0,11,912.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.5,13.0,45.0,16.0,0.0,0.1,0.1,0.0,0.1,0.02,0.02,0.04,0.02,0.04,Matches,Manchester-United,
Marcus Rashford,eng ENG,FW,27-030,12.0,11,824.0,9.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,2.0,3.1,17.0,20.0,64.0,0.22,0.11,0.33,0.22,0.33,0.12,0.22,0.34,0.12,0.34,Matches,Manchester-United,
Lisandro Martínez,ar ARG,DF,26-317,10.0,10,886.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.1,0.9,5.0,58.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,Manchester-United,
Matthijs de Ligt,nl NED,DF,25-110,12.0,9,851.0,9.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.1,1.2,3.0,16.0,1.0,0.11,0.0,0.11,0.11,0.11,0.12,0.01,0.13,0.12,0.13,Matches,Manchester-United,
Alejandro Garnacho,ar ARG,FW,20-152,12.0,8,800.0,8.9,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.7,3.7,1.1,4.8,53.0,14.0,107.0,0.34,0.11,0.45,0.34,0.45,0.42,0.12,0.54,0.42,0.54,Matches,Manchester-United,
Casemiro,br BRA,MF,32-281,11.0,8,680.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.9,3.0,39.0,15.0,0.13,0.0,0.13,0.13,0.13,0.13,0.26,0.39,0.13,0.39,Matches,Manchester-United,
Kobbie Mainoo,eng ENG,MF,19-225,7.0,7,571.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.7,0.8,5.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.13,0.02,0.13,Matches,Manchester-United,
Amad Diallo,ci CIV,"FW,DF",22-142,10.0,6,572.0,6.4,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,1.5,2.3,39.0,25.0,72.0,0.16,0.47,0.63,0.16,0.63,0.13,0.23,0.36,0.13,0.36,Matches,Manchester-United,
Christian Eriksen,dk DEN,MF,32-290,9.0,6,507.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.7,1.8,4.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.29,0.31,0.02,0.31,Matches,Manchester-United,
Rasmus Højlund,dk DEN,FW,21-300,8.0,5,439.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.3,1.4,8.0,4.0,20.0,0.21,0.0,0.21,0.21,0.21,0.22,0.06,0.28,0.22,0.28,Matches,Manchester-United,
Joshua Zirkzee,nl NED,"FW,MF",23-192,12.0,4,457.0,5.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.7,2.7,0.6,3.3,3.0,15.0,20.0,0.2,0.2,0.39,0.2,0.39,0.52,0.12,0.65,0.52,0.65,Matches,Manchester-United,
Manuel Ugarte Ribeiro,uy URU,MF,23-233,7.0,3,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,3.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,Manchester-United,
Jonny Evans,nir NIR,DF,36-332,6.0,3,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester-United,
Harry Maguire,eng ENG,DF,31-270,5.0,3,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Manchester-United,
Mason Mount,eng ENG,"MF,FW",25-325,4.0,2,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.29,0.23,0.29,Matches,Manchester-United,
Victor Lindelöf,se SWE,"DF,MF",30-136,4.0,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Manchester-United,
Toby Collyer,eng ENG,MF,20-332,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,Manchester-United,
Luke Shaw,eng ENG,DF,29-141,1.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United,
Antony,br BRA,FW,24-280,2.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.47,0.22,0.7,0.47,0.7,Matches,Manchester-United,
Scott McTominay,sct SCO,MF,27-358,2.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester-United,
Harry Amass,eng ENG,DF,17-259,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,
Altay Bayındır,tr TUR,GK,26-230,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,
Jayce Fitzgerald,eng ENG,MF,17-205,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,
Jack Fletcher,eng ENG,MF,17-256,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,
Tom Heaton,eng ENG,GK,38-229,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,
Tyrell Malacia,nl NED,DF,25-105,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,
Ethan Wheatley,eng ENG,FW,18-315,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United,
Squad Total,,,26.7,12.0,132,1080.0,12.0,12.0,11.0,23.0,11.0,1.0,1.0,33.0,1.0,18.2,17.4,15.2,32.6,196.0,469.0,460.0,1.0,0.92,1.92,0.92,1.83,1.51,1.27,2.78,1.45,2.72,,Manchester-United,
Opponent Total,,,26.8,12.0,132,1080.0,12.0,13.0,10.0,23.0,12.0,1.0,2.0,23.0,1.0,18.3,16.8,14.1,30.8,220.0,399.0,395.0,1.08,0.83,1.92,1.0,1.83,1.53,1.17,2.7,1.4,2.57,,Manchester-United,
Illia Zabarnyi,ua UKR,DF,22-090,,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,7.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Bournemouth,12.0
Lewis Cook,eng ENG,MF,27-301,,12,1073.0,11.9,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,2.1,2.6,10.0,64.0,17.0,0.08,0.25,0.34,0.08,0.34,0.04,0.18,0.22,0.04,0.22,Matches,Bournemouth,12.0
Antoine Semenyo,gh GHA,FW,24-328,,12,1057.0,11.7,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,4.1,4.1,2.3,6.4,48.0,27.0,96.0,0.34,0.09,0.43,0.34,0.43,0.35,0.19,0.55,0.35,0.55,Matches,Bournemouth,12.0
Milos Kerkez,hu HUN,DF,21-023,,12,1007.0,11.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1,1.3,1.5,35.0,51.0,49.0,0.0,0.18,0.18,0.0,0.18,0.01,0.12,0.13,0.01,0.13,Matches,Bournemouth,12.0
Marcus Tavernier,eng ENG,"MF,FW",25-253,,10,893.0,9.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.6,2.6,1.8,4.4,23.0,57.0,62.0,0.1,0.2,0.3,0.1,0.3,0.26,0.18,0.44,0.26,0.44,Matches,Bournemouth,12.0
Marcos Senesi,ar ARG,DF,27-204,,10,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.3,1.1,11.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11,Matches,Bournemouth,10.0
Evanilson,br BRA,FW,25-055,,10,797.0,8.9,4.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4.5,3.7,0.7,4.4,9.0,5.0,24.0,0.45,0.0,0.45,0.45,0.45,0.51,0.08,0.59,0.42,0.5,Matches,Bournemouth,11.0
Ryan Christie,sct SCO,MF,29-282,,9,703.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,1.1,1.5,8.0,43.0,18.0,0.13,0.0,0.13,0.13,0.13,0.06,0.14,0.2,0.06,0.2,Matches,Bournemouth,11.0
Justin Kluivert,nl NED,"MF,FW",25-209,,9,699.0,7.8,2.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0,2.3,1.5,1.3,2.8,16.0,29.0,53.0,0.26,0.26,0.52,0.13,0.39,0.29,0.17,0.46,0.19,0.36,Matches,Bournemouth,12.0
Adam Smith,eng ENG,DF,33-215,,7,681.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.1,0.7,2.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.09,0.08,0.09,Matches,Bournemouth,12.0
Kepa Arrizabalaga,es ESP,GK,30-058,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,7.0
Julian Araujo,mx MEX,DF,23-109,,5,355.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,8.0
Dango Ouattara,bf BFA,"FW,DF",22-293,,4,440.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,1.6,3.1,24.0,7.0,50.0,0.2,0.2,0.41,0.2,0.41,0.31,0.32,0.64,0.31,0.64,Matches,Bournemouth,9.0
Mark Travers,ie IRL,GK,25-196,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,3.0
Alex Scott,eng ENG,MF,21-101,,2,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,5.0,32.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,Matches,Bournemouth,8.0
Dean Huijsen,es ESP,DF,19-230,,2,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.08,0.27,0.18,0.27,Matches,Bournemouth,6.0
Neto,br BRA,GK,35-134,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2.0
Tyler Adams,us USA,MF,25-290,,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.09,0.01,0.09,Matches,Bournemouth,4.0
Luis Sinisterra,co COL,"FW,MF",25-166,,1,208.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.1,14.0,3.0,29.0,0.43,0.43,0.87,0.43,0.87,0.48,0.44,0.92,0.48,0.92,Matches,Bournemouth,8.0
Enes Ünal,tr TUR,"FW,MF",27-204,,1,166.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.2,4.0,7.0,10.0,0.0,0.54,0.54,0.0,0.54,0.51,0.12,0.63,0.51,0.63,Matches,Bournemouth,9.0
David Brooks,wls WAL,"FW,MF",27-145,,0,65.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,5.0,6.0,20.0,1.38,0.0,1.38,1.38,1.38,0.28,0.83,1.1,0.28,1.1,Matches,Bournemouth,5.0
Daniel Jebbison,eng ENG,FW,21-109,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Bournemouth,2.0
Philip Billing,dk DEN,MF,28-172,,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2.0
Max Aarons,eng ENG,DF,24-331,,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,1.0
Jaidon Anthony,eng ENG,"FW,MF",24-365,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
Will Dennis,eng ENG,GK,24-143,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
James Hill,eng ENG,DF,22-325,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
Hamed Junior Traorè,ci CIV,"FW,MF",24-288,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
Maxwell Wellings,eng ENG,DF,19-302,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
Squad Total,,,25.9,,132,1080.0,12.0,16.0,13.0,29.0,15.0,1.0,2.0,34.0,0.0,20.5,18.9,15.0,33.8,228.0,479.0,474.0,1.33,1.08,2.42,1.25,2.33,1.7,1.25,2.95,1.57,2.82,,Bournemouth,12.0
